name,has_main_facilities,has_security_features,has_parking_safety,has_building_facilities,has_other_features,HighFloor,MidFloor,has_modern,has_facilities,has_green_view,has_water_feature,Bedroom_1,Bedroom_2,Bedroom_3,Bedroom_above 3,Bathroom_1,Bathroom_2,Bathroom_above 2,city_Mansoura,city_New Administrative Capital,city_New Cairo,city_North Coast,city_Old Cairo,propertyCategory_Commercial,propertySubType_Attached Houses,propertySubType_Office,propertySubType_Others(very rare),propertySubType_Retail,log(sqm),log(price),log(price/sqm),Is log(price/sqm) outlier,Is log(sqm) outlier,Is log(price) outlier
Alamain (Latin District),1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.3230099791384085,16.41203311757261,11.089023138620531,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.531092982591776,15.59957382055786,11.068480837379251,False,False,False
Zahya,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5.971261839790462,16.040674503989734,10.069412665150107,False,False,False
Mazarine Apartment,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.467806944526613,16.3773782488884,10.909571303543734,False,False,False
PODIA,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4.532599493153256,16.375370060988676,11.842770567711714,False,False,False
Mazarine Apartment,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.459159891664867,16.311851585377937,10.852691694434773,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.363777338019823,16.20830191884447,10.84452458141328,False,False,False
Mazarine Apartment,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.552959584921617,16.46699040757809,10.914030823291393,False,False,False
Zahya,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5.899897353582492,16.145808089524856,10.245910736380065,False,False,False
Central,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5.443023587547295,17.774245378814378,12.331221791327396,True,False,True
AlMaqsad Park,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0238805208462765,15.356455473953076,10.332574954306198,False,False,False
Alamain (Latin District),1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.531092982591776,15.549464345095942,11.01837136239186,False,False,False
Latin City,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.836281906951478,15.617715285053867,10.781433377706549,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.448933234855163,16.34083912225119,10.891905887355293,False,False,False
Latin City,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.332718793265369,16.191067263414144,10.85834847063218,False,False,False
Zahya,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6.222576268071369,16.36893218728928,10.146355920276193,False,False,False
Mazarine Apartment,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.442417710521793,16.099320495631986,10.656902785466826,False,False,False
New Garden City,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.123963979403259,15.81292826416552,10.688964284328067,False,False,False
Jade Park,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5.771441123130016,16.295237147710733,10.523796025853962,False,False,False
Latin City,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.365976015021851,16.28106447923646,10.915088464214609,False,False,False
Latin City,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.267858159063328,15.728602312359854,10.460744154064168,False,False,False
Mazarine Apartment,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.529429087511423,16.18780826336962,10.658379174739002,False,False,False
Latin City,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.90527477843843,15.898196829809,10.992922052180438,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.47788513514537,15.822515806379398,10.344630669928828,False,False,False
Latin City,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.170483995038151,16.112882083905433,10.942398089349789,False,False,False
Latin City,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5.356586274672012,16.253150881951186,10.896564606580238,False,False,False
Mazarine Apartment,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.529429087511423,16.385600525971284,10.856171438398636,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.310739886546594,16.155295091947426,10.844555205641702,False,False,False
PODIA,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4.532599493153256,16.358135649932258,11.825536156550893,False,False,False
Jade Park,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,5.950642552587727,16.521358335511284,10.570715782923555,False,False,False
Central,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4.926021041706347,17.248077399372487,12.322056357596557,True,False,False
Alamain (Latin District),1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.464763574183701,15.7900081638715,10.3252445901626,False,False,False
Mazarine Apartment,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.976733742420574,16.022245325301487,11.045511583431209,False,False,False
Central,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5.51217796426333,17.80223278929262,12.290054825130555,True,False,True
Latin City,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.44673737166631,15.839571516291304,10.392834144624995,False,False,False
Jade Park,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5.393627546352362,15.9460016143198,10.552374067492323,False,False,False
Alamain (Latin District),1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.531092982591776,14.931307671386485,10.400214688028,False,False,False
PODIA,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4.290459441148391,16.186128061350146,11.89566862029518,False,False,False
Mazarine Apartment,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.442417710521793,16.303661937917163,10.861244227071422,False,False,False
Latin City,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.332718793265369,15.862687139056836,10.529968346992083,False,False,False
Alamain (Latin District),1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.893427093190715,15.72845467819704,10.83502758455778,False,False,False
Mazarine Apartment,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.455107417312226,17.040765989796515,11.58565857264506,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.312072331780373,15.59755633500469,10.28548400346481,False,False,False
New Garden City,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.111987788356544,15.764273776001994,10.65228598701867,False,False,False
AlMaqsad Park,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.049856007249537,15.39201197015211,10.342155962489178,False,False,False
Alamain (Latin District),1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.180884269655941,15.506344108602368,10.325459837760588,False,False,False
Central,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5.664175020061422,17.85372558863018,12.189550568619527,True,False,True
Mazarine Apartment,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.529429087511423,16.277233872296616,10.747804785262806,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.364011469743399,15.63407422994438,10.270062760233108,False,False,False
Mazarine Apartment,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.442417710521793,16.309459535736504,10.867041824834828,False,False,False
Beachfront Tower - B1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.986452005284438,17.993460704041173,12.007008698833385,False,False,True
PODIA,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4.290459441148391,16.053770440401763,11.763310999296028,False,False,False
Latin City,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5.2832037287379885,16.125468405287734,10.84226467581518,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.313550747188626,15.648571906549437,10.335021158790203,False,False,False
Latin City,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.919980925828125,15.965061014789258,11.045080089019402,False,False,False
Latin City,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.90527477843843,15.695586108240898,10.790311328810708,False,False,False
New Garden City,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.890349128221754,15.622651129230633,10.732302001550485,False,False,False
Blu Vert,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.104853969335237,15.986277076337473,10.88142310658649,False,False,False
Jade Park,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5.393627546352362,15.878060231973892,10.484432686892823,False,False,False
Blu Vert,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.283051432877604,16.17353035784642,10.890478925628042,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.531092982591776,15.019383357289875,10.488290375762608,False,False,False
Central,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5.173434184401347,17.603262022842834,12.429827838553452,True,False,True
Zahya,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5.886104031450156,16.105820620082707,10.219716589037493,False,False,False
Zahya,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6.222576268071369,16.13593556908665,9.913359301093868,False,False,False
PODIA,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.295836866004329,16.13966142887288,12.843824562751111,True,True,False
Latin City,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.44673737166631,15.92584496308648,10.479107592195836,False,False,False
Mazarine Apartment,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.442417710521793,16.398602039661004,10.956184329010794,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.531092982591776,15.30751537350628,10.77642239061041,False,False,False
VALORY,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3.80666248977032,16.477479402762075,12.670816912921945,True,True,False
Downtown Extension,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.153291594497779,15.95369259466671,10.80040099960316,False,False,False
Downtown Extension,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.093750200806762,15.844053464210573,10.750303263851004,False,False,False
Latin City,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.962844630259907,15.905397357505649,10.942552726689089,False,False,False
Downtown Extension,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.152944713532285,15.921594030590532,10.768649317572851,False,False,False
Mazarine Apartment,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.5093883366279774,16.34658488859728,10.83719655177037,False,False,False
Mazarine Apartment,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.4907542570830845,16.101458009805295,10.61070375365846,False,False,False
Al Fustat,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.064744619743288,15.217924300964048,10.153179682825188,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.831030044796529,15.116791544757207,10.285761499145218,False,False,False
Beachfront Tower - B1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.765191102784844,17.639423401141123,11.874232298526646,False,False,True
Mazarine Apartment,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.566854845152132,17.052697702603727,11.485842857566196,False,False,False
Mazarine,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5.69035945432406,16.71759127543681,11.027231820673478,False,False,False
Mazarine Apartment,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.5093883366279774,16.389343416946677,10.879955080791404,False,False,False
Latin City,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.4510384535657,15.892824838627936,10.44178638578878,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.477383630621318,15.56679519462661,10.089411562696023,False,False,False
Latin City,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5.308267697401205,16.19764592971633,10.889378232389006,False,False,False
Mazarine Apartment,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.580748175217117,16.936994036823826,11.35624586160975,False,False,False
Zahya,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6.222576268071369,16.203079974863318,9.98050370789418,False,False,False
Central,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5.036757778241827,17.28610961642999,12.249351838344491,True,False,False
Central,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5.173434184401347,17.400028996753466,12.226594812425049,True,False,False
Alamain (Latin District),1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.477383630621318,15.56679519462661,10.089411562696023,False,False,False
Zahya,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5.971261839790462,16.134952768024743,10.163690930122186,False,False,False
Jade Park,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,5.796057750765372,16.366828973271527,10.570771222396983,False,False,False
Alamain (Latin District),1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.055990995817053,15.38162334566,10.325632351286558,False,False,False
Latin City,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5.288267030694535,16.117295330787552,10.829028300793576,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.531092982591776,15.56714223610155,11.036049252734616,False,False,False
Zahya,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6.016157159698354,16.17475949807586,10.158602337527087,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.432411101028736,16.324296481542216,10.89188538086092,False,False,False
PODIA,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.9889840465642745,16.590409110490945,12.601425063989026,True,True,False
Central,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4.867457524419928,17.189439512472237,12.321981988253109,True,False,False
AlMaqsad Park,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.043425116919247,15.385583746876096,10.34215862912473,False,False,False
Latin City,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5.3706380281276624,16.276551336650293,10.905913308181246,False,False,False
New Garden City,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.093750200806762,15.72963514166598,10.635884941006688,False,False,False
Mazarine Apartment,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.472270673671475,16.68170346016328,11.209432786332442,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.801476827348709,14.92275217333044,10.121275347356482,False,False,False
Alamain (Latin District),1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.34084989726674,15.814961473947616,10.474111575478847,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.531092982591776,15.696348710275872,11.16525572788504,False,False,False
PODIA,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4.290459441148391,16.099829842151426,11.809370400891009,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.464763574183701,15.837852507603538,10.373088932140323,False,False,False
Latin City,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,5.459585514144159,16.2759537355739,10.816368220746565,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.531092982591776,14.544507391417916,10.013414409072162,False,False,True
Maspero Business Tower Nile Heights,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5.214935757608986,16.248685220661923,11.0337494626317,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.531092982591776,15.786809941024408,11.25571695811341,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.484008240811595,16.32843761043532,10.844429370284772,False,False,False
Downtown Extension,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.153291594497779,15.940164442465658,10.786872848170985,False,False,False
Maspero mall,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6.077642243349034,18.18428729921058,12.106645055765275,True,False,True
Blu Vert,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5.41164605185504,17.1700006048611,11.75835455311783,False,False,False
Maspero Business Tower Nile Heights,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,5.170483995038151,16.248685220661923,11.078201225904596,False,False,False
Blu Vert,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5.41164605185504,16.793587896279544,11.381941844587354,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.3230099791384085,16.167552259670913,10.844542279818697,False,False,False
Beachfront Tower - B1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.736572297479192,17.638702349685804,11.902130052468909,False,False,True
Latin City,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.19295685089021,16.170403430581665,10.977446579881262,False,False,False
PODIA,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4.262679877041316,16.044664372872436,11.781984495551312,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.3230099791384085,16.167552259670913,10.844542279818697,False,False,False
Zahya,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5.886104031450156,16.125964609337014,10.239860577093127,False,False,False
Jade Park,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5.393627546352362,15.878314458491086,10.4846869131555,False,False,False
Alamain (Latin District),1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.449449208551952,15.822515806379398,10.373066597908888,False,False,False
Downtown Extension,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.152771227916698,15.976071150928902,10.82329992215847,False,False,False
Alamain (Latin District),1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.38632824387075,15.759561837534587,10.373233592358556,False,False,False
Latin City,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.332718793265369,15.741655221890772,10.408936429470517,False,False,False
Central,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5.238461199394672,17.506936766344786,12.268475567116242,True,False,True
Alamain (Latin District),1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.729421148325948,15.488298785899136,10.758877637377394,False,False,False
Latin City,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.459585514144159,16.328842681935978,10.869257167548826,False,False,False
Al Fustat,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.112951179567857,15.309986451928692,10.197035273387536,False,False,False
Zahya,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,6.129050210060545,16.340679045413967,10.211628834480932,False,False,False
Jade Park,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,5.556828061699537,16.051528406686206,10.494700344334682,False,False,False
Al Fustat,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.825830657008495,15.01728093873501,10.191450281850088,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.435249221043181,15.77038044839106,10.335131228818216,False,False,False
Central,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5.38068045697316,17.540480832222563,12.159800375203876,True,False,True
Central,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5.173434184401347,16.66910306435714,11.495668879896083,False,False,False
Beachfront Tower - B1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.765191102784844,17.845227706209062,12.08003660331043,False,False,True
AlMaqsad Park,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.043425116919247,15.41388752303895,10.37046240591748,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.531092982591776,15.736395896400415,11.205302913401145,False,False,False
AlMaqsad Park,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5.049856007249537,15.439048594777155,10.389192588868578,False,False,False
PODIA,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.516338972281476,17.194087345588894,12.677748373227294,True,False,False
Alamain (Latin District),1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.327876168789581,16.219839634841605,10.891963465184892,False,False,False
Alamain (Latin District),1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.531092982591776,15.684385377409852,11.153292394371542,False,False,False
PODIA,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.110873864173311,16.772346065888318,12.661472201595446,True,True,False
